,ChEMBL_ID,INCHI,SMILES,TARGETS,Name,Synonyms,Type,Max_Phase,Molecular_Weight,Bioactivities,AlogP,PSA,HBA,HBD,#RO5_Violations,#Rotatable_Bonds,Passes_Ro3,QED_Weighted,ACD_ApKa,ACD_BpKa,ACD_LogP,ACD_LogD,Aromatic_Rings,Structure_Type,Inorganic_Flag,Heavy_Atoms,HBA_Lipinski,HBD_Lipinski,#RO5_Violations_(Lipinski),Molecular_Weight_(Monoisotopic),Molecular_Formula,image_link
286,CHEMBL1909407,"InChI=1S/C18H19FN6.ClH/c19-13-3-1-12(2-4-13)16-17(15-7-10-22-18(20)24-15)25(11-23-16)14-5-8-21-9-6-14;/h1-4,7,10-11,14,21H,5-6,8-9H2,(H2,20,22,24);1H",Cl.Nc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(F)cc4,p38a,No Data,"SB-220025-A, SB-220025-R, SB-220025A, SB-220025R",Small molecule,0,374.85,918,2.65,81.65,6,2,0,3,N,0.77,No Data,9.92,1.27,-1.19,3,MOL,-1,25,6,3,0,338.1655,C18H20ClFN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909407.svg?engine=indigo
287,CHEMBL95207,"InChI=1S/C19H21FN6/c1-25-10-7-15(8-11-25)26-12-23-17(13-2-4-14(20)5-3-13)18(26)16-6-9-22-19(21)24-16/h2-6,9,12,15H,7-8,10-11H2,1H3,(H2,21,22,24)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,p38a,No Data,SB-220455,Small molecule,0,352.42,464,3,72.86,6,1,0,3,N,0.78,No Data,8.66,1.65,0.4,3,MOL,-1,26,6,2,0,352.1812,C19H21FN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL95207.svg?engine=indigo
288,CHEMBL95502,"InChI=1S/C22H27FN6/c1-21(2)11-16(12-22(3,4)28-21)29-13-26-18(14-5-7-15(23)8-6-14)19(29)17-9-10-25-20(24)27-17/h5-10,13,16,28H,11-12H2,1-4H3,(H2,24,25,27)",CC1(C)CC(CC(C)(C)N1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,p38a,No Data,SB-221466,Small molecule,0,394.5,464,4.21,81.65,6,2,0,3,N,0.7,No Data,10.65,3.1,0.21,3,MOL,-1,29,6,3,0,394.2281,C22H27FN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL95502.svg?engine=indigo
289,CHEMBL1888586,"InChI=1S/C19H20FN5O/c20-13-3-1-12(2-4-13)17-18(16-9-10-22-19(21)24-16)25(11-23-17)14-5-7-15(26)8-6-14/h1-4,9-11,14-15,26H,5-8H2,(H2,21,22,24)",Nc1nccc(n1)c2c(ncn2C3CCC(O)CC3)c4ccc(F)cc4,p38a,No Data,SB-223133,Small molecule,0,353.4,464,3.2,89.85,6,2,0,3,N,0.75,No Data,3.65,1.52,1.52,3,MOL,-1,26,6,3,0,353.1652,C19H20FN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1888586.svg?engine=indigo
290,CHEMBL330422,"InChI=1S/C21H25FN6O/c1-27-11-7-17(8-12-27)28-14-25-19(15-2-4-16(22)5-3-15)20(28)18-6-9-23-21(26-18)24-10-13-29/h2-6,9,14,17,29H,7-8,10-13H2,1H3,(H,23,24,26)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,p38a,No Data,SB-226879,Small molecule,0,396.47,464,2.82,79.1,7,2,0,6,N,0.67,No Data,8.66,1.84,0.59,3,MOL,-1,29,7,2,0,396.2074,C21H25FN6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL330422.svg?engine=indigo
291,CHEMBL318892,"InChI=1S/C25H25FN6/c1-31-15-12-21(13-16-31)32-17-28-23(18-7-9-19(26)10-8-18)24(32)22-11-14-27-25(30-22)29-20-5-3-2-4-6-20/h2-11,14,17,21H,12-13,15-16H2,1H3,(H,27,29,30)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(Nc5ccccc5)n4,p38a,No Data,SB-236687,Small molecule,0,428.52,466,5.16,58.87,6,1,1,5,N,0.48,No Data,8.65,3.91,2.66,4,MOL,-1,32,6,1,1,428.2125,C25H25FN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL318892.svg?engine=indigo
292,CHEMBL275798,"InChI=1S/C24H22FN5O/c25-18-8-6-17(7-9-18)22-23(30(16-28-22)19-10-13-26-14-11-19)21-12-15-27-24(29-21)31-20-4-2-1-3-5-20/h1-9,12,15-16,19,26H,10-11,13-14H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccccc5)n4,p38a,No Data,SB-239272,Small molecule,0,415.47,468,4.86,64.86,6,1,0,5,N,0.5,No Data,9.91,2.22,-0.23,4,MOL,-1,31,6,1,0,415.1808,C24H22FN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275798.svg?engine=indigo
293,CHEMBL269450,"InChI=1S/C24H21F2N5O/c25-17-3-1-16(2-4-17)22-23(31(15-29-22)19-9-12-27-13-10-19)21-11-14-28-24(30-21)32-20-7-5-18(26)6-8-20/h1-8,11,14-15,19,27H,9-10,12-13H2",Fc1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,No Data,SB-242717,Small molecule,0,433.46,467,5,64.86,6,1,1,5,N,0.48,No Data,9.92,2.21,-0.25,4,MOL,-1,32,6,1,1,433.1714,C24H21F2N5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL269450.svg?engine=indigo
294,CHEMBL275724,"InChI=1S/C25H23FN6O2/c26-18-5-1-16(2-6-18)22-23(32(15-30-22)19-9-12-28-13-10-19)21-11-14-29-25(31-21)34-20-7-3-17(4-8-20)24(27)33/h1-8,11,14-15,19,28H,9-10,12-13H2,(H2,27,33)",NC(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,No Data,SB-242718,Small molecule,0,458.5,465,3.96,107.95,7,2,0,6,N,0.45,No Data,9.91,0.87,-1.57,4,MOL,-1,34,8,3,0,458.1867,C25H23FN6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275724.svg?engine=indigo
295,CHEMBL428877,"InChI=1S/C26H26FN5O/c1-2-18-3-9-22(10-4-18)33-26-29-16-13-23(31-26)25-24(19-5-7-20(27)8-6-19)30-17-32(25)21-11-14-28-15-12-21/h3-10,13,16-17,21,28H,2,11-12,14-15H2,1H3",CCc1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,No Data,SB-242719,Small molecule,0,443.53,466,5.43,64.86,6,1,1,6,N,0.43,No Data,9.91,3.17,0.71,4,MOL,-1,33,6,1,1,443.2121,C26H26FN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL428877.svg?engine=indigo
296,CHEMBL13972,"InChI=1S/C25H21FN6O/c26-19-5-3-18(4-6-19)23-24(32(16-30-23)20-9-12-28-13-10-20)22-11-14-29-25(31-22)33-21-7-1-17(15-27)2-8-21/h1-8,11,14,16,20,28H,9-10,12-13H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(cc5)C#N)n4,p38a,No Data,SB-242721,Small molecule,0,440.48,466,4.73,88.65,7,1,0,5,N,0.48,No Data,9.91,1.81,-0.64,4,MOL,-1,33,7,1,0,440.1761,C25H21FN6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL13972.svg?engine=indigo
297,CHEMBL13868,"InChI=1S/C30H26FN5O2/c31-22-8-6-21(7-9-22)28-29(36(20-34-28)23-14-17-32-18-15-23)27-16-19-33-30(35-27)38-26-12-10-25(11-13-26)37-24-4-2-1-3-5-24/h1-13,16,19-20,23,32H,14-15,17-18H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(Oc6ccccc6)cc5)n4,p38a,No Data,SB-245392,Small molecule,0,507.57,464,6.66,74.09,7,1,2,7,N,0.27,No Data,9.91,4.3,1.84,5,MOL,-1,38,7,1,2,507.2071,C30H26FN5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL13868.svg?engine=indigo
298,CHEMBL273611,"InChI=1S/C25H22FN5O3/c26-17-3-1-16(2-4-17)23-24(31(14-29-23)18-7-10-27-11-8-18)20-9-12-28-25(30-20)34-19-5-6-21-22(13-19)33-15-32-21/h1-6,9,12-14,18,27H,7-8,10-11,15H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc6OCOc6c5)n4,p38a,No Data,SB-250715,Small molecule,0,459.48,467,4.59,83.32,8,1,0,5,N,0.47,No Data,9.91,1.74,-0.72,4,MOL,-1,34,8,1,0,459.1707,C25H22FN5O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL273611.svg?engine=indigo
299,CHEMBL14014,"InChI=1S/C24H21F2N5O/c25-17-6-4-16(5-7-17)22-23(31(15-29-22)19-8-11-27-12-9-19)21-10-13-28-24(30-21)32-20-3-1-2-18(26)14-20/h1-7,10,13-15,19,27H,8-9,11-12H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5cccc(F)c5)n4,p38a,No Data,SB-251505,Small molecule,0,433.46,464,5,64.86,6,1,1,5,N,0.48,No Data,9.91,2.35,-0.09,4,MOL,-1,32,6,1,1,433.1714,C24H21F2N5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL14014.svg?engine=indigo
300,CHEMBL417804,"InChI=1S/C25H24FN5O2/c1-32-21-4-2-3-5-22(21)33-25-28-15-12-20(30-25)24-23(17-6-8-18(26)9-7-17)29-16-31(24)19-10-13-27-14-11-19/h2-9,12,15-16,19,27H,10-11,13-14H2,1H3",COc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,p38a,No Data,SB-251527,Small molecule,0,445.5,465,4.87,74.09,7,1,0,6,N,0.46,No Data,9.91,1.95,-0.51,4,MOL,-1,33,7,1,0,445.1914,C25H24FN5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL417804.svg?engine=indigo
301,CHEMBL275666,"InChI=1S/C25H21F4N5O/c26-18-6-4-16(5-7-18)22-23(34(15-32-22)19-8-11-30-12-9-19)21-10-13-31-24(33-21)35-20-3-1-2-17(14-20)25(27,28)29/h1-7,10,13-15,19,30H,8-9,11-12H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5cccc(c5)C(F)(F)F)n4,p38a,No Data,SB-253226,Small molecule,0,483.47,464,5.88,64.86,6,1,1,5,N,0.36,No Data,9.91,3.26,0.81,4,MOL,-1,35,6,1,1,483.1682,C25H21F4N5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275666.svg?engine=indigo
302,CHEMBL1785004,"InChI=1S/C24H20F3N5O/c25-16-3-1-15(2-4-16)22-23(32(14-30-22)17-7-10-28-11-8-17)21-9-12-29-24(31-21)33-18-5-6-19(26)20(27)13-18/h1-6,9,12-14,17,28H,7-8,10-11H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(F)c(F)c5)n4,p38a,No Data,SB-253228,Small molecule,0,451.45,464,5.14,64.86,6,1,1,5,N,0.46,No Data,9.91,2.35,-0.1,4,MOL,-1,33,6,1,1,451.162,C24H20F3N5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1785004.svg?engine=indigo
303,CHEMBL418348,"InChI=1S/C25H24FN5O3S/c1-35(32,33)21-8-6-20(7-9-21)34-25-28-15-12-22(30-25)24-23(17-2-4-18(26)5-3-17)29-16-31(24)19-10-13-27-14-11-19/h2-9,12,15-16,19,27H,10-11,13-14H2,1H3",CS(=O)(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,No Data,SB-254169,Small molecule,0,493.56,463,4.27,99,8,1,0,6,N,0.43,No Data,9.91,0.87,-1.57,4,MOL,-1,35,8,1,0,493.1584,C25H24FN5O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL418348.svg?engine=indigo
304,CHEMBL1785002,"InChI=1S/C26H25FN6O2/c27-19-7-5-17(6-8-19)24-25(33(16-31-24)20-9-12-29-13-10-20)21-11-14-30-26(32-21)35-22-4-2-1-3-18(22)15-23(28)34/h1-8,11,14,16,20,29H,9-10,12-13,15H2,(H2,28,34)",NC(=O)Cc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,p38a,No Data,SB-264865,Small molecule,0,472.52,463,3.89,107.95,7,2,0,7,N,0.42,No Data,9.91,0.93,-1.52,4,MOL,-1,35,8,3,0,472.2023,C26H25FN6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1785002.svg?engine=indigo
305,CHEMBL1785003,"InChI=1S/C27H27FN6O2/c28-20-8-5-19(6-9-20)25-26(34(17-32-25)21-11-14-30-15-12-21)22-13-16-31-27(33-22)36-23-4-2-1-3-18(23)7-10-24(29)35/h1-6,8-9,13,16-17,21,30H,7,10-12,14-15H2,(H2,29,35)",NC(=O)CCc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,p38a,No Data,SB-264866,Small molecule,0,486.55,463,4.28,107.95,7,2,0,8,N,0.38,No Data,9.91,1.59,-0.86,4,MOL,-1,36,8,3,0,486.218,C27H27FN6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1785003.svg?engine=indigo
306,CHEMBL275200,"InChI=1S/C28H30FN5O/c1-28(2,3)20-6-10-23(11-7-20)35-27-31-17-14-24(33-27)26-25(19-4-8-21(29)9-5-19)32-18-34(26)22-12-15-30-16-13-22/h4-11,14,17-18,22,30H,12-13,15-16H2,1-3H3",CC(C)(C)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,No Data,SB-278538,Small molecule,0,471.58,466,6.16,64.86,6,1,1,5,N,0.38,No Data,9.91,3.93,1.47,4,MOL,-1,35,6,1,1,471.2434,C28H30FN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275200.svg?engine=indigo
307,CHEMBL275168,"InChI=1S/C24H21ClFN5O/c25-17-3-7-20(8-4-17)32-24-28-14-11-21(30-24)23-22(16-1-5-18(26)6-2-16)29-15-31(23)19-9-12-27-13-10-19/h1-8,11,14-15,19,27H,9-10,12-13H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(Cl)cc5)n4,p38a,No Data,SB-278539,Small molecule,0,449.92,467,5.52,64.86,6,1,1,5,N,0.43,No Data,9.91,2.75,0.31,4,MOL,-1,32,6,1,1,449.1419,C24H21ClFN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275168.svg?engine=indigo
308,CHEMBL1909400,"InChI=1S/C26H26FN5O.C2HF3O2/c1-17-4-3-5-23(18(17)2)33-26-29-15-12-22(31-26)25-24(19-6-8-20(27)9-7-19)30-16-32(25)21-10-13-28-14-11-21;3-2(4,5)1(6)7/h3-9,12,15-16,21,28H,10-11,13-14H2,1-2H3;(H,6,7)",Cc1cccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)c1C.OC(=O)C(F)(F)F,p38a,No Data,"SB-284847, SB-284847-BT",Small molecule,0,557.55,459,5.48,64.86,6,1,1,5,N,0.44,No Data,9.91,3.05,0.59,4,MOL,-1,33,6,1,1,443.2121,C28H27F4N5O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909400.svg?engine=indigo
309,CHEMBL1909401,"InChI=1S/C25H22FN5O3.Li/c26-18-5-1-16(2-6-18)22-23(31(15-29-22)19-9-12-27-13-10-19)21-11-14-28-25(30-21)34-20-7-3-17(4-8-20)24(32)33;/h1-8,11,14-15,19,27H,9-10,12-13H2,(H,32,33);/q;+1/p-1",[Li+].[O-]C(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,No Data,"SB-285234, SB-285234-W",Small molecule,0,465.41,458,4.56,102.16,7,2,0,6,N,0.44,4.05,9.91,1.74,-0.77,4,MOL,-1,34,8,2,0,459.1707,C25H21FLiN5O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909401.svg?engine=indigo
310,CHEMBL156524,"InChI=1S/C18H13ClN2O2/c19-13-7-5-12(6-8-13)15-16(18(23)20-17(15)22)21-10-9-11-3-1-2-4-14(11)21/h1-8H,9-10H2,(H,20,22,23)",Clc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O,GSK3b,No Data,SB-333612,Small molecule,0,324.77,461,2.77,49.41,3,1,0,2,N,0.86,6.66,No Data,5.42,4.78,2,MOL,-1,23,4,1,0,324.0666,C18H13ClN2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL156524.svg?engine=indigo
311,CHEMBL397570,"InChI=1S/C16H13FN2OS/c17-11-7-5-10(6-8-11)15(20)19-16-13(9-18)12-3-1-2-4-14(12)21-16/h5-8H,1-4H2,(H,19,20)",Fc1ccc(cc1)C(=O)Nc2sc3CCCCc3c2C#N,JNK2/JNK3,No Data,SB-347804,Small molecule,0,300.36,466,3.89,52.89,3,1,0,2,N,0.91,12.07,No Data,3.58,3.58,2,MOL,-1,21,3,1,0,300.0733,C16H13FN2OS,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL397570.svg?engine=indigo
312,CHEMBL352222,"InChI=1S/C16H9Cl2N3O5/c17-10-5-8(6-11(18)14(10)22)19-13-12(15(23)20-16(13)24)7-2-1-3-9(4-7)21(25)26/h1-6,22H,(H2,19,20,23,24)",Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3cccc(c3)N(=O)=O)cc1Cl,GSK3b,No Data,SB-358518,Small molecule,0,394.17,465,3.09,121.57,6,3,0,4,N,0.32,6.77,No Data,4.4,3.55,2,MOL,-1,26,8,3,0,392.9919,C16H9Cl2N3O5,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL352222.svg?engine=indigo
313,CHEMBL160876,"InChI=1S/C17H10Cl2N2O4/c18-9-3-1-8(2-4-9)13-14(16(23)21-15(13)22)20-10-5-6-12(19)11(7-10)17(24)25/h1-7H,(H,24,25)(H2,20,21,22,23)",OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)ccc1Cl,GSK3b,No Data,SB-360741,Small molecule,0,377.18,461,3.17,95.5,4,3,0,4,N,0.71,2.88,No Data,3.45,-0.06,2,MOL,-1,25,6,3,0,376.0018,C17H10Cl2N2O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL160876.svg?engine=indigo
314,CHEMBL347580,"InChI=1S/C19H16N2O3/c1-24-14-8-6-13(7-9-14)16-17(19(23)20-18(16)22)21-11-10-12-4-2-3-5-15(12)21/h2-9H,10-11H2,1H3,(H,20,22,23)",COc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O,GSK3b,No Data,SB-361058,Small molecule,0,320.35,463,2.13,58.64,4,1,0,3,N,0.88,6.82,No Data,5.11,4.58,2,MOL,-1,24,5,1,0,320.1161,C19H16N2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL347580.svg?engine=indigo
315,CHEMBL156263,"InChI=1S/C17H14N2O3/c1-22-13-10-6-5-9-12(13)14-15(17(21)19-16(14)20)18-11-7-3-2-4-8-11/h2-10H,1H3,(H2,18,19,20,21)",COc1ccccc1C2=C(Nc3ccccc3)C(=O)NC2=O,GSK3b,No Data,SB-376719,Small molecule,0,294.31,461,2.17,67.43,4,2,0,4,N,0.85,6.85,No Data,4.11,3.61,2,MOL,-1,22,5,2,0,294.1004,C17H14N2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL156263.svg?engine=indigo
316,CHEMBL157258,"InChI=1S/C16H9Cl3N2O3/c17-9-4-2-1-3-8(9)12-13(16(24)21-15(12)23)20-7-5-10(18)14(22)11(19)6-7/h1-6,22H,(H2,20,21,23,24)",Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)cc1Cl,GSK3b,No Data,SB-390523,Small molecule,0,383.62,466,3.83,78.43,4,3,0,3,N,0.56,6.87,No Data,5.13,4.35,2,MOL,-1,24,5,3,0,381.9679,C16H9Cl3N2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL157258.svg?engine=indigo
317,CHEMBL160937,"InChI=1S/C16H11ClN2O3/c17-12-7-2-1-6-11(12)13-14(16(22)19-15(13)21)18-9-4-3-5-10(20)8-9/h1-8,20H,(H2,18,19,21,22)",Oc1cccc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)c1,GSK3b,No Data,SB-390527,Small molecule,0,314.73,466,2.53,78.43,4,3,0,3,N,0.76,7.04,No Data,3.49,3.01,2,MOL,-1,22,5,3,0,314.0458,C16H11ClN2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL160937.svg?engine=indigo
318,CHEMBL1909377,"InChI=1S/C18H15N3O2.ClH/c1-2-8-19-13(4-1)17-18(21-9-3-5-16(21)20-17)12-6-7-14-15(10-12)23-11-22-14;/h1-2,4,6-8,10H,3,5,9,11H2;1H",Cl.C1Cc2nc(c3ccccn3)c(c4ccc5OCOc5c4)n2C1,ALK5,No Data,"SB-400868-A, SB-400868A",Small molecule,0,341.8,459,3.29,49.17,5,0,0,2,N,0.73,No Data,4.4,2.77,2.77,3,MOL,-1,23,5,0,0,305.1164,C18H16ClN3O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909377.svg?engine=indigo
319,CHEMBL156987,"InChI=1S/C17H10Cl2N2O4/c18-9-3-1-2-8(6-9)13-14(16(23)21-15(13)22)20-10-4-5-12(19)11(7-10)17(24)25/h1-7H,(H,24,25)(H2,20,21,22,23)",OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)ccc1Cl,GSK3b,No Data,SB-409513,Small molecule,0,377.18,465,3.17,95.5,4,3,0,4,N,0.71,2.88,No Data,3.39,-0.14,2,MOL,-1,25,6,3,0,376.0018,C17H10Cl2N2O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL156987.svg?engine=indigo
320,CHEMBL160333,"InChI=1S/C16H10Cl2N2O3/c17-9-3-1-2-8(6-9)13-14(16(23)20-15(13)22)19-10-4-5-12(21)11(18)7-10/h1-7,21H,(H2,19,20,22,23)",Oc1ccc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)cc1Cl,GSK3b,No Data,SB-409514,Small molecule,0,349.17,466,3.18,78.43,4,3,0,3,N,0.59,7,No Data,4.05,3.51,2,MOL,-1,23,5,3,0,348.0068,C16H10Cl2N2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL160333.svg?engine=indigo
321,CHEMBL267228,"InChI=1S/C22H17N3O3/c26-12-14-4-6-15(7-5-14)22-24-20(21(25-22)17-3-1-2-10-23-17)16-8-9-18-19(11-16)28-13-27-18/h1-11,26H,12-13H2,(H,24,25)",OCc1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4,ALK5,No Data,SB-431533,Small molecule,0,371.4,465,4.03,80.26,5,2,0,4,N,0.57,10.7,2.8,2.25,2.25,4,MOL,-1,28,6,2,0,371.127,C22H17N3O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL267228.svg?engine=indigo
322,CHEMBL1909378,"InChI=1S/C22H16N4O3.ClH/c23-21(27)13-4-6-14(7-5-13)22-25-19(20(26-22)16-3-1-2-10-24-16)15-8-9-17-18(11-15)29-12-28-17;/h1-11H,12H2,(H2,23,27)(H,25,26);1H",Cl.NC(=O)c1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4,ALK5,No Data,"SB-431542-A, SB-431542A",Small molecule,0,420.86,459,3.63,103.12,5,2,0,4,N,0.56,10.14,2.24,2.37,2.37,4,MOL,-1,29,7,3,0,384.1222,C22H17ClN4O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909378.svg?engine=indigo
323,CHEMBL399410,"InChI=1S/C27H23N3O2S/c1-30-26(22-5-4-21-17-23(32-2)9-6-20(21)16-22)25(18-12-14-28-15-13-18)29-27(30)19-7-10-24(11-8-19)33(3)31/h4-17H,1-3H3",COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4)S(=O)C)n3C)c5ccncc5,TIE2,No Data,SB-437013,Small molecule,0,453.57,469,5.72,57.01,5,0,1,5,N,0.34,No Data,3.06,2.17,2.17,5,MOL,-1,33,5,0,1,453.1511,C27H23N3O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL399410.svg?engine=indigo
324,CHEMBL1909412,"InChI=1S/C21H17ClN4O.ClH/c22-17-6-5-16(11-18(17)27)20-19(14-7-9-24-10-8-14)25-21(26-20)15-3-1-13(12-23)2-4-15;/h1-11,27H,12,23H2,(H,25,26);1H",Cl.NCc1ccc(cc1)c2nc(c3ccc(Cl)c(O)c3)c([nH]2)c4ccncc4,b-RAF,No Data,"SB-476429-A, SB-476429A",Small molecule,0,413.31,459,4.62,87.82,4,3,0,4,N,0.48,8.23,9.29,2.49,0.67,4,MOL,-1,27,5,4,0,376.1091,C21H18Cl2N4O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909412.svg?engine=indigo
325,CHEMBL1909414,"InChI=1S/C27H27N5O2.ClH.H2O/c1-32(2)15-16-34-22-7-3-19(4-8-22)27-29-25(18-11-13-28-14-12-18)26(30-27)21-5-9-23-20(17-21)6-10-24(23)31-33;;/h3-5,7-9,11-14,17,33H,6,10,15-16H2,1-2H3,(H,29,30);1H;1H2/b31-24+;;",O.Cl.CN(C)CCOc1ccc(cc1)c2nc(c3ccncc3)c([nH]2)c4ccc5\C(=N\O)\CCc5c4,b-RAF,No Data,"SB-590885-AAD, SB-590885AAD",Small molecule,0,508.02,460,4.87,86.63,6,2,0,7,N,0.31,10.89,8.59,3.62,2.33,4,MOL,-1,34,7,2,0,453.2165,C27H30ClN5O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909414.svg?engine=indigo
326,CHEMBL1909413,"InChI=1S/C20H15N3O.ClH/c24-17-8-4-7-16(13-17)19-18(14-9-11-21-12-10-14)22-20(23-19)15-5-2-1-3-6-15;/h1-13,24H,(H,22,23);1H",Cl.Oc1cccc(c1)c2nc([nH]c2c3ccncc3)c4ccccc4,b-RAF,No Data,"SB-610251-B, SB-610251B",Small molecule,0,349.82,458,4.51,61.8,3,2,0,3,N,0.58,10.78,9.52,3.02,3.01,4,MOL,-1,24,4,2,0,313.1215,C20H16ClN3O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909413.svg?engine=indigo
327,CHEMBL1794071,"InChI=1S/C22H23N5O.ClH/c28-27-19-4-2-16-13-17(1-3-18(16)19)21-20(14-5-9-23-10-6-14)25-22(26-21)15-7-11-24-12-8-15;/h1,3,5-6,9-10,13,15,24,28H,2,4,7-8,11-12H2,(H,25,26);1H",Cl.ON=C1CCc2cc(ccc12)c3nc([nH]c3c4ccncc4)C5CCNCC5,b-RAF,No Data,"SB-614067-R, SB-614067R",Small molecule,0,409.92,462,3.73,86.19,5,3,0,3,N,0.48,11.26,9.96,2.37,-0.1,3,MOL,-1,28,6,3,0,373.1903,C22H24ClN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794071.svg?engine=indigo
